cms_certification_number_ccn,facility_name,address_line_1,address_line_2,citytown,state,zip_code,countyparish,telephone_number,cms_region,measure_code,measure_name,score,footnote,measure_date_range
031706,"ELEVATE HOSPICE AND PALLIATIVE CARE LLC","7010 EAST ACOMA DRIVE, SUITE 101E",,SCOTTSDALE,AZ,85254,Maricopa,"(480) 800-4816",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031707,"INFINITE LOVE HOSPICE CARE, LLC","703 WEST CAMELBACK ROAD",,PHOENIX,AZ,85013,Maricopa,"(480) 462-6800",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
031708,"PRISM HOSPICE, LLC","401 NORTH ALMA SCHOOL ROAD, SUITE 3",,CHANDLER,AZ,85225,Maricopa,"(480) 246-9242",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
031709,"UNITED HOSPICE & PALLIATIVE CARE OF ARIZONA","2222 WEST PARKSIDE LANE #109",,PHOENIX,AZ,85027,Maricopa,"(602) 653-7816",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031710,"ALWAYS PRESENT HOSPICE","1400 NORTH GILBERT ROAD, SUITE P",,GILBERT,AZ,85234,Maricopa,"(480) 907-9737",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031711,"CANYON HOME CARE & HOSPICE","7878 NORTH 16TH STREET, SUITE 155",,PHOENIX,AZ,85020,Maricopa,"(602) 314-6246",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031712,"GATEWAY HOSPICE","4129 EAST VAN BUREN, SUITE 111",,PHOENIX,AZ,85008,Maricopa,"(480) 591-9500",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031713,"AZORNA HEALTHCARE LLC","2919 SOUTH ELLSWORTH ROAD, SUITE 129",,MESA,AZ,85212,Maricopa,"(480) 637-4100",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
031714,"VALLEY CARE HOSPICE, INC","6450 NORTH SWAN ROAD #120",,TUCSON,AZ,85718,Pima,"(480) 359-3998",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031715,"TRANQUILITY HOSPICE, LLC","8751 NORTH 51ST AVENUE, SUITE 110",,GLENDALE,AZ,85302,Maricopa,"(480) 343-8045",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
031716,"LUMICARE HOSPICE","2550 WEST UNION HILLS DRIVE, SUITE 350",,PHOENIX,AZ,85027,Maricopa,"(480) 404-4952",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031717,"ASSISTEO HOSPICE, LLC","2929 NORTH 44TH STREET, SUITE 110",,PHOENIX,AZ,85018,Maricopa,"(602) 820-8094",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031718,"AZ SUPERIOR HOSPICE CARE, LLC","1616 EAST MAIN STREET, SUITE 209-E",,MESA,AZ,85203,Maricopa,"(480) 208-3820",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031719,"HAVEN HOSPICE","670 E 32ND STREET, STE 9A ",,YUMA,AZ,85365,Yuma,"(888) 891-0786",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031720,"AVIDA HOSPICE LLC","2737 EAST GREENWAY ROAD, SUITE 5",,PHOENIX,AZ,85032,Maricopa,"(480) 234-3568",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031721,"ELEMENTS OF ELDER CARE LLC","2990 EAST NORTHERN AVENUE #C103",,PHOENIX,AZ,85028,Maricopa,"(602) 641-9505",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031722,"STONERIDGE HOSPICE, LLC","20860 NORTH TATUM BOULEVARD, SUITE 145",,PHOENIX,AZ,85050,Maricopa,"(480) 306-8655",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031723,"ARIZONA LIFE HOSPICE - MOHAVE","5225 HIGHWAY 95, SUITE 7",,"FORT MOHAVE",AZ,86426,Mohave,"(480) 999-4303",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031724,"ARIZONA LIFE HOSPICE - YAVAPAI","3177 CLEARWATER DRIVE, SUITE B",,PRESCOTT,AZ,86305,Yavapai,"(520) 594-0610",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031725,"GATEWAY HOSPICE","333 EAST WETMORE ROAD, SUITE 335",,TUCSON,AZ,85705,Pima,"(520) 407-6229",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031726,"HUMMINGBIRD HOSPICE LLC","1825 EAST NORTHERN AVENUE, SUITE 271",,PHOENIX,AZ,85020,Maricopa,"(602) 374-3776",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
031727,"ASSISTEO NORTH HOSPICE, LLC","919 12TH PLACE SUITE 6",,PRESCOTT,AZ,86305,Yavapai,"(928) 277-1345",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031728,"ARIZONA LIFE HOSPICE - MARICOPA","40 WEST BASELINE ROAD, SUITE 104",,TEMPE,AZ,85283,Maricopa,"(480) 690-6511",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031729,"VITAL HOSPICE CARE INC","18185 N 83RD AVE STE 206",,GLENDALE,AZ,85308,Maricopa,"(480) 631-4777",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031730,"BETHELL HOSPICE, LLC","1209 N COUNTRY CLUB DR, STE 2",,MESA,AZ,85201,Maricopa,"(623) 256-8098",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031731,"BLISS HOSPICE LLC","2550 WEST UNION HILLS DRIVE #350 - OFFICE 366",,PHOENIX,AZ,85027,Maricopa,"(602) 492-1643",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031732,"PASSION HOSPICE","2550 WEST UNION HILLS DRIVE, SUITE 350 OFFICE #317",,PHOENIX,AZ,85027,Maricopa,"(480) 800-8989",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031733,"UNICARE HOSPICE INC","2180 SOUTH 4TH AVENUE, SUITE C",,YUMA,AZ,85364,Yuma,"(928) 248-4110",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
031734,"ANA HOSPICE CARE INC","6991 EAST CAMELBACK ROAD, SUITE D-300",,SCOTTSDALE,AZ,85251,Maricopa,"(480) 447-9049",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031735,"VICTORY HOSPICE, LLC","10210 N 32ND ST, SUITE C202",,PHOENIX,AZ,85028,Maricopa,"(623) 256-8098",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031736,"STAR HOSPICE, INC","2415 EAST CAMELBACK ROAD, SUITE 700-775",,PHOENIX,AZ,85016,Maricopa,"(480) 690-6514",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031737,"WARMTH HOSPICE LLC","20 EAST THOMAS ROAD, SUITE 2200, OFFICE 2250",,PHOENIX,AZ,85012,Maricopa,"(469) 206-5393",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031738,"ARCH HOSPICE, LLC","10210 N. 32ND STREET STE C202",,PHOENIX,AZ,85028,Maricopa,"(480) 229-8298",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031739,"GOOD SHEPHERD HOSPICE","10000 N 31ST AVENUE, SUITE D311",,PHOENIX,AZ,85051,Maricopa,"(602) 612-2940",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031740,"HOSPICE OF TUCSON INC","4400 EAST BROADWAY BOULEVARD, SUITE 600- O",,TUCSON,AZ,85711,Pima,"(520) 372-4365",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031741,"AFFINITY HOSPICE CARE INC","4400 EAST BROADWAY BOULEVARD, SUITE 600- Q",,TUCSON,AZ,85711,Pima,"(520) 230-1220",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031742,"CATALINA HOSPICE PLLC","3980 N CAMPBELL AVE",,TUCSON,AZ,85719,Pima,"(520) 268-4690",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031743,"TRANSCENDENCE HOSPICE AND PALLIATIVE CARE, LLC","8146 NORTH 23RD AVENUE,  SUITE J",,PHOENIX,AZ,85021,Maricopa,"(480) 712-8748",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031744,"NANA HOPE HOSPICE","1620 NORTH 48TH STREET, SUITE 101",,PHOENIX,AZ,85008,Maricopa,"(480) 352-1667",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031745,"G AND S HOSPICE INC","1 SOUTH CHURCH AVENUE, SUITE 1200",,TUCSON,AZ,85701,Pima,"(520) 416-6637",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031746,"LOYAL HOSPICE AND PALLIATIVE CARE","5059 S LAKEWOOD RD",,"FORT MOHAVE",AZ,86426,Maricopa,"(480) 712-1323",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031747,"A AND B HOSPICE INC","3275 WEST INA ROAD, SUITE 115",,TUCSON,AZ,85741,Pima,"(480) 696-8726",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031748,"IN MY HOME HOSPICE CARE","1204 EAST BASELINE ROAD, SUITE 101",,TEMPE,AZ,85283,Maricopa,"(480) 243-0088",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",5.0,,01/01/2021-12/31/2022
031749,"D'AMORE HOSPICE, LLC","10000 NORTH 31ST AVENUE, SUITE C300",,PHOENIX,AZ,85051,Maricopa,"(602) 612-4111",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
031750,"HOSPICE OF PHOENIX INC","16165 NORTH 83RD AVENUE, SUITE 205",,PEORIA,AZ,85382,Maricopa,"(602) 675-9090",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031751,"ARIZONA AMERICAN HOSPICE, LLC","3101 N CENTRAL AVE, SUITE 0770",,PHOENIX,AZ,85012,Maricopa,"(602) 399-2610",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031752,"APOLLO HOSPICE INC","14631 NORTH CAVE CREEK RD, STE 104",,PHOENIX,AZ,85022,Maricopa,"(818) 851-6060",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031753,"AASTA HOSPICE","2601 NORTH 3RD STREET SUITE 109",,PHOENIX,AZ,85004,Maricopa,"(602) 277-5990",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031754,"INTREPID USA HOSPICE","1820 EAST RIVER ROAD, SUITE 110",,TUCSON,AZ,85718,Pima,"(520) 873-9302",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031755,"ALL CARE HOSPICE INC","8712 E VISTA BONITA DRIVE UNIT 200",,SCOTTSDALE,AZ,85255,Maricopa,"(480) 582-4110",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031756,"ALBRIGHT HOSPICE INC","7150 E CAMELBACK ROAD, SUITE 444 OFFICE 418",,SCOTTSDALE,AZ,85251,Maricopa,"(480) 550-9382",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031757,"SUN HOSPICE INC","6775 W. HAPPY VALLEY RD, STE 281",,PEORIA,AZ,85383,Yavapai,"(928) 482-2462",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031758,"ANGELS CARE HOSPICE","1000 WILLOW CREEK ROAD, SUITE B",,PRESCOTT,AZ,86301,Yavapai,"(928) 379-2887",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
031759,"EMPEROR HOSPICE OF ARIZONA, INC","1839 S ALMA SCHOOL ROAD SUITE 275",,MESA,AZ,85210,Maricopa,"(602) 609-2555",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031760,"EMPRESS CARE HOSPICE, INC","2920 EAST NORTHERN AVENUE, SUITE 100-9",,PHOENIX,AZ,85028,Maricopa,"(602) 609-2711",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031761,"REMEDY HOSPICE CARE INC","1865 WEST STATE ROUTE 89A SUITE A-2",,SEDONA,AZ,86336,Coconino,"(928) 852-0030",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031762,"HOSPICE OF SEDONA INC","1865 W STATE ROUTE 89 SUITE A-1",,SEDONA,AZ,86336,Coconino,"(928) 641-6715",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031763,"ANGEL LOVING CARE HOSPICE INC","4150 WEST PEORIA AVENUE, SUITE B116-A",,PHOENIX,AZ,85029,Maricopa,"(602) 742-0330",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031764,"ANGELS TOUCH HOSPICE CARE INC","4150 WEST PEORIA AVENUE, SUITE B116-J",,PHOENIX,AZ,85029,Maricopa,"(602) 327-4386",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031765,"CENTRA HOSPICE","4530 EAST SHEA BOULEVARD, SUITE 142",,PHOENIX,AZ,85028,Maricopa,"(605) 210-1254",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031766,"A TLC HOSPICE LLC","3960 EAST RIGGS RD, UNIT 3",,CHANDLER,AZ,85249,Maricopa,"(480) 687-2892",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031767,"CARING ANGELS HOSPICE, INC","931 E SOUTHERN AVENUE, SUITE 107",,MESA,AZ,85204,Maricopa,"(602) 742-0320",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031768,"AMADEO HOSPICE, INC","4150 WEST PEORIA AVENUE, SUITE B116-D",,PHOENIX,AZ,85029,Maricopa,"(602) 742-0373",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031769,"QUIVIRA HEALTHCARE LLC","17505 NORTH 79TH AVENUE, SUITE 108",,GLENDALE,AZ,85308,Maricopa,"(602) 609-6777",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031770,"EDEN HOSPICE CARE INC","1129 IRON SPRINGS RD, STE 109",,PRESCOTT,AZ,86305,Yavapai,"(928) 482-2490",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031771,"TRUE NORTH HOSPICE","2432 WEST PEORIA AVENUE, SUITE 1201",,PHOENIX,AZ,85029,Maricopa,"(602) 246-5096",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",6.0,,01/01/2021-12/31/2022
031772,"NOBLE CARE SERVICES WEST, LLC","17235 NORTH 75TH AVENUE, SUITE C-150",,GLENDALE,AZ,85308,Maricopa,"(480) 868-2845",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031773,"GOOD SAMARITAN HOSPICE","10000 NORTH 31ST AVENUE, SUITE D307A",,PHOENIX,AZ,85051,Maricopa,"(602) 612-2251",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031774,"APRICUS HOSPICE","7725 NORTH 43RD AVENUE, SUITE 611",,PHOENIX,AZ,85051,Maricopa,"(602) 717-5270",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031775,"GRACE HOSPICE AND PALLIATIVE CARE LLC","2675 NORTH WYATT DRIVE",,TUCSON,AZ,85712,Pima,"(602) 222-2221",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031776,"GENTLE TOUCH PALLIATIVE & HOSPICE CARE INC","4150 W PEORIA AVENUE, SUITE B116-K",,PHOENIX,AZ,85029,Maricopa,"(602) 922-0236",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031777,"BILLET HOSPICE, INC - PHOENIX","5540 WEST GLENDALE AVE SUITE C205",,GLENDALE,AZ,85301,Maricopa,"(602) 922-0256",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031778,"ELITE ROYALTY HEALTHCARE HOSPICE, LLC","519 EAST EVA STREET, SUITE D",,PHOENIX,AZ,85020,Maricopa,"(602) 899-5640",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031779,"CARING HANDS PALLIATIVE AND HOSPICE CARE, INC","4150 WEST PEORIA AVENUE, SUITE B116-I",,PHOENIX,AZ,85029,Maricopa,"(602) 742-0370",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031780,"ST RITA HOSPICE INC","13201 NORTH 35TH AVENUE, SUITE B7-D",,PHOENIX,AZ,85020,Maricopa,"(602) 922-0266",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031781,"ST THERESA HOSPICE LLC","2031 HWY 95",,"BULLHEAD CITY",AZ,86442,Maricopa,"(602) 567-0233",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031782,"IN GOOD HANDS HOSPICE INC","4150 WEST PEORIA AVENUE, STE B 116-E",,PHOENIX,AZ,85029,Maricopa,"(602) 742-0365",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031783,"GOLDEN YEAR HOSPICE CARE INC","2550 WEST UNION HILLS DRIVE, SUITE 350 OFFICE 370",,PHOENIX,AZ,85027,Maricopa,"(602) 834-0167",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031784,"RUBY HOSPICE CARE INC","4150 WEST PEORIA AVENUE, SUITE B113 B",,PHOENIX,AZ,85029,Maricopa,"(602) 887-3105",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031785,"ARIZONA PHYSICIANS HOSPICE CARE LLC","1717 WEST NORTHERN AVENUE, SUITE 200A9",,PHOENIX,AZ,85021,Maricopa,"(602) 457-7672",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031786,"HOSPICE OF STARS INC","10000 N 31ST AVENUE SUITE C100-1550",,PHOENIX,AZ,85051,Maricopa,"(602) 732-7355",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031787,"TENDER TOUCH HOSPICE CARE, LLC","628 NORTH 24TH STREET, STE A",,PHOENIX,AZ,85008,Maricopa,"(623) 476-9198",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031788,"MED CARE HOSPICE INC","2550 WEST UNION HILLS DRIVE, SUITE 350 OFFICE 371",,PHOENIX,AZ,85027,Maricopa,"(602) 805-4882",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031789,"BRIGHT LIFE CARE HOSPICE LLC","10000 N 31ST AVE SUITE C216",,PHOENIX,AZ,85051,Maricopa,"(602) 960-6031",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031790,"AURORA HOSPICE LLC","1930 SOUTH ALMA SCHOOL ROAD, SUITE D201",,MESA,AZ,85210,Maricopa,"(480) 564-1058",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
031791,"BEST SUPPORT HOSPICE INC","4150 W PEORIA AVE SUITE B130-D",,PHOENIX,AZ,85029,Maricopa,"(602) 960-6027",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031792,"GOOD SHEPHERD HOSPICE CARE INC","4150 WEST PEORIA AVENUE, SUITE B 116-F",,PHOENIX,AZ,85029,Maricopa,"(602) 742-0333",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031793,"HOSPICE AT HEART TO HEART INC","13231 NORTH 35TH AVENUE, # A10 E",,PHOENIX,AZ,85029,Maricopa,"(480) 808-8885",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031794,"AZ BEST HOSPICE CARE, INC","4150 WEST PEORIA AVENUE, SUITE B116-C",,PHOENIX,AZ,85029,Maricopa,"(602) 742-0380",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031795,"SYNERGY HOSPICE SERVICE INC","4150 WEST PEORIA AVE, SUITE B118-B",,PHOENIX,AZ,85029,Maricopa,"(602) 960-6030",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031796,"SAPPHIRE HOSPICE","3377 SOUTH PRICE ROAD, SUITE 3060",,CHANDLER,AZ,85248,Maricopa,"(480) 347-9866",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031797,"SAPPHIRE HOSPICE CARE INC","4150 WEST PEORIA AVENUE SUITE B113 C",,PHOENIX,AZ,85029,Maricopa,"(602) 887-3070",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031798,"TRIFINITY HOSPICE INC","11811 NORTH TATUM BLVD, SUITE 3031 OFFICE 54",,PHOENIX,AZ,85028,Maricopa,"(818) 470-6457",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",2,01/01/2021-12/31/2022
031799,"HOSPICE CARE OF ARIZONA, LLC","1930 SOUTH ALMA SCHOOL RD, SUITE C-104",,MESA,AZ,85210,Maricopa,"(480) 845-8088",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
041500,"WASHINGTON REGIONAL HOSPICE","325 E LONGVIEW",,FAYETTEVILLE,AR,72703,Washington,"(479) 463-7385",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041501,"HOSPICE OF THE OZARKS","811 BURNETT DRIVE",,"MOUNTAIN HOME",AR,72653,Baxter,"(870) 508-1771",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041502,"AREA AGENCY ON AGING OF WESTERN ARKANSAS INC","524 GARRISON AVENUE",,"FORT SMITH",AR,72902,Sebastian,"(479) 783-5550",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
041503,"OUACHITA COUNTY MEDICAL CENTER HOSPICE","726 CALIFORNIA AVENUE SW",,CAMDEN,AR,71701,Ouachita,"(870) 836-1301",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041504,"MERCY HOSPICE","3300  SOUTH 70TH",,"FORT SMITH",AR,72903,Sebastian,"(479) 314-1150",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041507,"ELITE HOSPICE","4200 N WASHINGTON ST, SUITE 2",,"FORREST CITY",AR,72335,"St. Francis","(870) 633-4613",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041509,"AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC.","257 AIRPORT ROAD, SUITE D",,OZARK,AR,72949,Franklin,"(479) 667-4870",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
041510,"ODESSEY HEALTHCARE OPERATING A, LP","915 NORTH WASHINGTON STRET",,"FORREST CITY",AR,72335,"St. Francis","(870) 633-6812",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041511,"ELITE HOSPICE","135 AMITY ROAD, SUITE A",,"HOT SPRINGS",AR,71913,Garland,"(501) 623-2076",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041512,"ST BERNARDS REGIONAL MED CTR H","1726 MARIE CIRCLE",,JONESBORO,AR,72401,Craighead,"(870) 972-4507",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041515,"AAA OF WESTERN ARK INC MENA HOSPICE","600 SEVENTH STREET",,MENA,AR,71953,Polk,"(479) 394-5458",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
041518,"ARKANSAS HOSPICE RUSSELLVILLE","222 BABISH LANE",,RUSSELLVILLE,AR,72801,Pope,"(479) 498-2050",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041519,"HOSPICE HOME CARE OF PINE BLUFF PLLC","3135 WEST 28TH STREET",,"PINE BLUFF",AR,71603,Jefferson,"(870) 540-0727",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
041520,"BAPTIST HEALTH HOSPICE LITTLE ROCK","11900 COLONEL GLENN RD, SUITE 2300",,"LITTLE ROCK",AR,72210,Pulaski,"(501) 202-7474",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041521,"ELITE HOSPICE","3024 RED WOLF BOULEVARD",,JONESBORO,AR,72401,Craighead,"(870) 277-4029",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041522,"LIFE TOUCH HOSPICE","2301 CHAMPAGNOLLE ROAD",,"EL DORADO",AR,71730,Union,"(870) 862-0337",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
